,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
39934,39935,Female,25,Returning,Business,Business,3345,3,1.0,5,5,4,2,5,5,2,5,2,2,3,5,2,4
128126,128127,Female,66,Returning,Personal,Economy,1587,0,0.0,4,2,5,3,5,5,4,2,5,2,5,2,5,5
45043,45044,Female,25,Returning,Business,Economy,342,37,33.0,4,4,4,5,4,3,5,1,5,5,1,5,5,2
43134,43135,Female,62,Returning,Business,Economy Plus,173,34,57.0,3,3,2,2,3,2,3,2,1,2,2,2,2,2
111336,111337,Male,34,Returning,Personal,Economy,283,0,0.0,4,5,4,5,4,4,1,4,1,1,5,5,1,5
7141,7142,Female,39,Returning,Business,Business,139,61,70.0,2,2,5,5,2,4,4,4,3,3,4,2,4,4
61681,61682,Male,46,Returning,Business,Business,1609,5,0.0,2,2,4,3,2,4,4,4,3,5,4,2,4,4
75384,75385,Male,47,Returning,Business,Business,2330,0,0.0,5,5,3,4,5,5,5,5,5,3,5,5,5,5
26992,26993,Female,23,Returning,Business,Business,2081,47,39.0,2,2,2,3,2,1,3,2,3,3,1,2,3,4
107677,107678,Male,43,Returning,Business,Economy,251,0,0.0,4,1,2,4,1,3,5,1,5,5,3,4,5,3
42559,42560,Female,22,First-time,Business,Business,626,0,16.0,0,5,3,5,2,3,2,3,2,2,5,5,2,3
110461,110462,Male,48,Returning,Personal,Economy,919,0,0.0,4,1,3,1,2,5,2,5,2,2,4,1,2,4
122399,122400,Female,50,Returning,Business,Business,529,0,0.0,4,4,4,5,4,4,5,4,3,2,4,4,4,4
18307,18308,Female,45,Returning,Personal,Business,549,170,155.0,5,1,1,1,3,4,1,5,1,1,5,1,5,4
6454,6455,Female,24,First-time,Business,Business,296,0,0.0,5,4,4,4,1,5,2,4,2,2,4,4,2,5
85999,86000,Male,48,Returning,Business,Business,2182,0,3.0,4,2,4,3,4,2,4,2,2,3,2,2,2,2
62042,62043,Male,30,Returning,Business,Business,2586,26,3.0,4,4,4,4,4,3,4,3,4,4,4,4,4,5
33341,33342,Male,18,Returning,Business,Economy,2409,12,9.0,1,4,4,5,4,3,5,3,5,5,5,5,5,4
286,287,Male,55,Returning,Business,Business,3433,0,0.0,5,5,4,4,5,5,5,4,4,5,5,5,5,5
74449,74450,Male,40,Returning,Business,Business,1548,0,0.0,2,2,4,4,2,4,4,4,3,5,4,2,4,4
107732,107733,Male,51,Returning,Personal,Economy,405,0,0.0,3,3,1,3,3,5,4,5,4,4,2,3,4,2
122867,122868,Female,16,Returning,Business,Business,2704,36,30.0,2,4,2,4,2,2,4,2,4,4,4,4,4,3
48085,48086,Male,42,Returning,Business,Business,192,38,25.0,4,4,4,4,4,5,2,5,2,4,5,4,5,5
90333,90334,Female,48,Returning,Business,Business,3416,8,0.0,1,1,4,4,1,5,4,5,3,4,5,1,5,5
108232,108233,Female,42,Returning,Business,Business,895,7,0.0,4,4,4,5,4,5,5,5,5,5,5,4,5,5
41360,41361,Male,30,Returning,Business,Business,2992,0,13.0,4,4,4,4,4,4,3,4,3,3,3,4,3,1
59320,59321,Female,26,Returning,Business,Business,2486,13,0.0,4,4,4,2,4,3,2,3,2,2,5,4,2,4
85000,85001,Male,34,First-time,Business,Economy,998,173,171.0,3,3,5,5,3,4,5,1,5,3,4,3,3,3
75522,75523,Female,35,Returning,Business,Business,337,0,0.0,2,3,4,5,2,4,5,4,5,2,4,2,4,4
80661,80662,Male,34,Returning,Business,Economy,821,0,4.0,2,2,1,2,2,4,2,5,2,2,3,2,2,3
116977,116978,Male,57,Returning,Business,Business,646,0,0.0,3,3,4,4,3,4,4,4,5,5,4,3,4,4
116379,116380,Female,35,Returning,Personal,Economy,333,32,27.0,5,3,3,3,4,5,5,3,5,5,4,3,5,5
107807,107808,Male,60,Returning,Business,Business,3494,24,8.0,0,0,5,5,4,4,4,4,3,4,4,0,4,4
79673,79674,Male,70,Returning,Personal,Economy,760,0,0.0,2,3,4,3,2,3,5,5,2,2,2,3,2,2
123784,123785,Female,29,Returning,Business,Business,541,4,0.0,3,3,4,3,3,5,3,4,3,3,5,3,3,5
20337,20338,Male,33,Returning,Business,Business,2175,6,18.0,5,5,3,5,5,1,5,5,5,5,2,5,5,3
111515,111516,Male,13,Returning,Personal,Economy,391,0,0.0,5,3,5,3,4,3,4,3,4,4,5,3,4,5
110776,110777,Male,30,First-time,Business,Business,990,0,0.0,3,3,3,3,5,5,1,4,1,1,5,3,1,4
15110,15111,Male,57,Returning,Business,Economy,912,0,0.0,5,4,3,5,4,4,5,5,5,5,2,5,5,4
106129,106130,Female,44,Returning,Business,Business,436,7,11.0,2,2,3,4,2,2,4,2,3,3,2,2,2,2
89705,89706,Male,20,Returning,Personal,Economy,1076,0,0.0,5,2,5,2,4,5,3,5,5,5,4,2,5,5
114950,114951,Male,38,Returning,Business,Business,417,37,29.0,2,5,3,4,5,4,4,4,3,5,4,5,4,4
126176,126177,Male,52,Returning,Business,Economy,468,26,19.0,4,4,4,2,4,1,2,2,2,2,3,2,2,2
13837,13838,Male,17,Returning,Personal,Economy,628,62,49.0,4,1,4,1,5,4,1,3,1,1,5,1,1,4
71334,71335,Female,62,Returning,Personal,Economy,1514,80,66.0,4,3,4,3,3,1,3,3,4,5,1,3,1,1
114996,114997,Male,34,First-time,Business,Business,373,0,0.0,2,2,4,2,3,5,4,5,4,4,4,2,4,5
29028,29029,Male,57,Returning,Business,Economy,297,0,0.0,5,5,1,2,5,2,3,5,3,3,3,2,3,4
87097,87098,Male,28,Returning,Personal,Economy,645,0,0.0,5,4,3,4,2,3,2,2,5,5,1,4,5,4
21405,21406,Male,23,First-time,Business,Economy,356,20,13.0,1,4,4,4,3,3,5,2,5,5,5,4,5,5
19405,19406,Female,17,Returning,Personal,Economy,660,84,110.0,4,1,3,1,4,3,5,4,4,4,3,1,4,4
46984,46985,Female,70,Returning,Personal,Economy,776,0,0.0,4,3,3,5,3,3,4,3,4,5,3,3,3,3
79757,79758,Female,25,Returning,Business,Business,1005,0,0.0,2,3,4,4,2,5,4,5,4,4,4,2,4,5
35313,35314,Female,60,Returning,Business,Economy,944,32,105.0,1,1,1,3,1,1,4,1,2,3,1,1,1,1
125361,125362,Male,61,Returning,Personal,Economy,599,0,0.0,2,3,2,3,3,4,3,1,3,3,3,3,3,4
25240,25241,Female,69,Returning,Personal,Economy,919,72,55.0,5,3,3,5,4,5,5,3,4,2,5,3,5,5
88182,88183,Male,53,Returning,Business,Business,444,160,153.0,1,1,2,2,1,3,2,5,2,2,5,1,5,5
103328,103329,Female,62,Returning,Personal,Economy,1371,67,56.0,4,4,3,5,3,4,4,4,4,4,4,4,4,4
53319,53320,Male,29,Returning,Personal,Economy,901,0,0.0,1,2,3,2,4,2,1,3,1,1,4,2,1,4
64818,64819,Male,48,Returning,Business,Business,3873,0,4.0,2,4,1,2,2,4,3,4,3,2,4,4,4,4
20591,20592,Female,42,Returning,Business,Economy Plus,773,16,9.0,1,3,1,3,1,4,5,4,4,2,4,4,4,4
10082,10083,Female,43,Returning,Business,Business,2702,49,37.0,0,0,5,4,1,4,4,4,5,3,4,0,4,4
46742,46743,Female,53,Returning,Personal,Economy,125,58,48.0,5,2,2,2,2,1,5,2,3,2,1,2,1,1
97402,97403,Female,44,Returning,Business,Business,2211,57,44.0,1,1,3,5,1,3,5,3,5,3,3,1,3,3
25761,25762,Female,65,Returning,Personal,Economy,356,0,0.0,5,1,4,5,2,1,5,1,4,3,1,1,1,1
37092,37093,Female,51,Returning,Business,Business,1801,0,0.0,3,3,1,4,3,5,3,5,4,3,5,3,5,5
123105,123106,Female,66,Returning,Business,Business,650,0,3.0,4,4,2,4,4,2,3,2,2,1,2,2,2,2
102642,102643,Female,25,First-time,Business,Business,365,1,0.0,5,1,3,1,4,4,1,3,1,1,4,1,1,5
5925,5926,Male,20,Returning,Personal,Economy,173,0,0.0,4,0,2,0,1,2,5,4,5,5,1,3,5,2
99045,99046,Male,52,Returning,Business,Business,419,29,18.0,2,2,1,3,2,2,3,2,1,5,2,2,2,2
46239,46240,Female,27,First-time,Business,Economy,455,7,1.0,3,1,2,1,3,4,5,3,5,5,4,1,5,3
15022,15023,Male,63,Returning,Personal,Economy Plus,557,81,62.0,5,3,1,3,2,2,3,4,3,3,4,3,3,2
13828,13829,Male,39,Returning,Business,Business,594,0,0.0,5,5,1,4,5,4,3,5,5,1,4,5,4,4
81187,81188,Female,40,First-time,Business,Economy,580,52,39.0,2,3,4,3,1,2,5,3,5,5,2,3,5,1
55856,55857,Female,68,Returning,Business,Economy Plus,1416,0,0.0,4,4,2,3,4,3,4,3,2,1,3,3,3,3
34474,34475,Female,61,Returning,Business,Business,3218,0,3.0,4,4,5,4,4,4,2,4,4,2,4,4,4,4
41093,41094,Female,50,Returning,Business,Economy,140,71,58.0,1,1,4,2,1,5,3,5,4,5,5,5,5,5
106633,106634,Male,36,Returning,Business,Business,306,27,24.0,2,2,1,3,2,4,4,4,3,5,4,4,4,4
77805,77806,Male,52,Returning,Personal,Economy,874,264,288.0,1,2,5,5,2,5,5,3,5,2,2,3,4,2
62601,62602,Male,11,Returning,Personal,Economy,1744,33,27.0,3,4,2,4,3,4,2,5,2,2,3,4,2,2
32763,32764,Male,38,First-time,Business,Economy,101,0,4.0,4,4,1,4,2,1,5,4,2,2,4,4,2,5
35276,35277,Female,34,Returning,Business,Business,944,0,5.0,1,1,4,1,1,5,2,5,3,5,5,1,5,5
94023,94024,Male,55,Returning,Business,Business,189,14,12.0,5,0,4,5,1,4,5,4,5,5,4,0,4,4
77994,77995,Male,41,Returning,Business,Business,3127,0,0.0,2,2,3,5,2,4,5,4,4,2,4,2,4,5
68321,68322,Female,51,Returning,Business,Business,2165,0,5.0,5,5,3,5,5,5,5,5,3,3,5,5,5,5
89224,89225,Female,70,Returning,Personal,Economy,1919,31,29.0,4,3,4,5,3,2,4,3,5,3,2,3,2,2
53600,53601,Male,69,Returning,Personal,Economy,3801,15,0.0,5,1,4,4,1,4,4,3,4,1,5,1,3,5
17816,17817,Female,39,Returning,Personal,Economy,1075,0,3.0,4,2,5,2,4,5,1,5,1,1,5,2,1,4
20634,20635,Female,22,Returning,Business,Business,3134,31,28.0,2,2,4,4,2,3,5,2,5,5,5,2,5,2
82449,82450,Female,19,First-time,Business,Economy,502,0,0.0,5,1,3,1,2,5,3,3,3,3,4,1,3,4
72333,72334,Male,22,First-time,Business,Economy,1017,12,10.0,2,2,5,2,2,3,4,2,4,4,4,2,4,4
63299,63300,Female,26,First-time,Business,Business,447,2,0.0,0,3,4,3,4,3,1,3,1,1,4,3,1,5
23324,23325,Male,31,Returning,Business,Business,3497,3,2.0,2,2,3,5,2,4,4,5,4,4,4,2,4,2
89163,89164,Male,68,Returning,Personal,Economy,1947,1,28.0,5,2,4,2,3,5,3,5,3,3,4,2,3,5
55970,55971,Female,24,Returning,Personal,Economy,1620,0,0.0,4,4,5,4,1,5,1,5,1,1,4,4,1,5
65495,65496,Female,34,Returning,Personal,Economy,1303,25,10.0,4,2,3,2,3,3,1,5,3,3,5,2,3,3
116956,116957,Female,48,Returning,Business,Economy,647,46,44.0,1,1,1,3,1,3,3,3,1,5,3,3,3,3
126349,126350,Female,29,Returning,Personal,Economy,600,12,15.0,5,2,1,2,4,4,2,5,2,2,1,2,2,3
65178,65179,Female,32,Returning,Personal,Economy,224,0,0.0,4,3,2,3,3,1,5,5,5,5,3,3,5,4
117467,117468,Male,65,Returning,Personal,Business,507,7,1.0,5,5,3,5,1,2,4,5,3,5,2,5,2,2
124546,124547,Male,13,Returning,Personal,Economy,1276,0,0.0,5,3,4,3,3,3,5,2,5,5,5,3,5,3
72991,72992,Male,36,First-time,Business,Economy,696,25,24.0,3,3,2,3,4,4,4,1,1,1,2,3,1,1
32688,32689,Female,37,Returning,Business,Economy,102,0,6.0,4,3,3,3,4,3,3,2,3,3,2,3,3,2
47065,47066,Female,29,Returning,Business,Economy,351,0,0.0,0,0,5,4,3,5,5,1,5,5,1,0,5,5
49567,49568,Female,38,Returning,Business,Business,1964,25,31.0,0,0,1,3,4,2,1,2,3,3,2,0,2,2
107427,107428,Female,11,Returning,Personal,Economy,717,20,13.0,1,4,2,4,3,1,4,1,5,5,2,4,5,3
115818,115819,Female,51,Returning,Business,Business,446,0,0.0,2,2,3,4,2,4,5,4,4,5,4,2,4,4
10074,10075,Female,57,Returning,Business,Business,2390,0,16.0,4,4,3,4,4,2,4,3,5,3,2,4,2,2
51635,51636,Female,27,First-time,Business,Economy,355,0,0.0,3,3,5,3,2,5,2,4,2,2,1,3,2,1
687,688,Female,42,Returning,Business,Business,1988,0,0.0,1,1,5,4,1,4,4,4,4,2,4,1,4,4
19103,19104,Male,44,First-time,Business,Economy,287,0,9.0,0,1,1,1,3,2,5,3,4,4,4,2,4,5
79590,79591,Female,24,Returning,Business,Business,2879,0,0.0,4,4,5,5,4,4,5,3,5,5,4,4,5,4
47581,47582,Male,9,Returning,Personal,Business,1464,0,0.0,5,1,4,1,4,4,5,2,1,1,4,1,1,5
107781,107782,Female,31,Returning,Business,Business,666,7,27.0,4,4,4,2,4,4,2,3,2,2,4,4,2,4
37390,37391,Male,37,Returning,Business,Economy,1076,0,0.0,1,4,5,4,1,1,4,4,4,4,5,4,4,3
15881,15882,Male,19,Returning,Personal,Economy,489,2,0.0,0,4,5,4,2,5,3,2,1,1,5,2,1,4
40406,40407,Female,50,Returning,Business,Business,3951,0,3.0,1,5,3,5,1,4,2,4,4,1,4,1,4,5
28980,28981,Male,28,First-time,Business,Economy,978,0,2.0,3,3,4,3,2,1,4,1,4,4,3,3,4,2
2585,2586,Male,33,Returning,Personal,Economy,227,0,0.0,5,1,4,1,2,1,2,1,2,2,3,1,2,1
103100,103101,Male,41,Returning,Personal,Economy,460,12,7.0,4,3,4,3,3,4,2,5,2,2,5,3,2,5
118338,118339,Female,22,First-time,Business,Economy,202,0,0.0,0,2,4,2,3,4,1,5,1,1,5,2,1,4
55501,55502,Male,68,Returning,Personal,Economy,1739,1,20.0,5,1,5,1,3,5,2,3,2,2,4,1,2,3
30497,30498,Female,8,Returning,Personal,Economy,516,0,13.0,5,3,2,3,4,4,4,5,4,4,4,3,4,3
43822,43823,Male,52,Returning,Business,Economy,144,0,42.0,3,3,4,4,3,5,4,4,4,4,4,4,4,4
73285,73286,Male,24,First-time,Business,Business,1005,59,51.0,0,5,3,5,3,5,2,3,2,2,4,5,2,5
2523,2524,Female,48,Returning,Business,Business,3093,93,102.0,0,0,5,5,1,5,4,5,4,5,5,0,5,3
43391,43392,Female,63,Returning,Personal,Economy,463,0,0.0,3,3,1,3,4,1,4,3,4,4,1,3,1,1
106851,106852,Female,58,Returning,Business,Business,577,0,0.0,2,2,4,4,2,4,5,4,5,2,4,2,4,4
3491,3492,Male,46,Returning,Business,Business,3252,77,61.0,3,3,2,4,3,2,4,3,1,4,2,2,2,2
22787,22788,Female,59,First-time,Business,Economy,170,63,84.0,0,2,3,2,3,1,5,3,5,5,3,2,5,4
42812,42813,Male,36,First-time,Business,Business,277,0,0.0,1,1,1,1,4,4,3,1,3,3,3,1,3,4
77832,77833,Female,16,Returning,Personal,Economy,731,11,0.0,4,2,4,2,4,5,4,3,4,4,4,2,4,5
692,693,Female,40,Returning,Business,Business,3625,0,1.0,1,2,3,4,1,5,4,5,3,3,5,1,5,5
70560,70561,Male,27,Returning,Business,Business,3754,0,0.0,4,4,1,3,4,2,3,4,3,3,3,3,3,4
119895,119896,Female,46,Returning,Business,Business,912,5,0.0,1,1,5,4,1,4,4,4,4,2,4,1,4,4
11358,11359,Female,43,Returning,Personal,Economy,308,0,0.0,4,2,3,4,3,2,3,2,2,4,2,2,2,3
84188,84189,Male,49,Returning,Business,Business,432,58,81.0,1,1,4,5,1,5,5,5,4,4,5,1,5,5
38252,38253,Female,47,Returning,Business,Business,3766,1,11.0,1,1,4,4,1,3,4,4,4,5,3,1,3,3
44328,44329,Female,38,First-time,Business,Economy,412,19,8.0,3,2,1,2,4,1,2,1,2,2,4,2,2,3
47042,47043,Male,38,Returning,Business,Economy,602,23,45.0,1,1,2,2,1,1,2,1,2,2,3,2,2,2
8865,8866,Female,50,Returning,Business,Business,3829,0,12.0,5,5,4,5,5,4,5,4,4,5,4,5,4,4
11940,11941,Female,50,Returning,Business,Business,2472,0,0.0,1,1,3,2,1,3,1,3,1,2,3,3,3,3
90077,90078,Male,24,First-time,Business,Economy,983,0,0.0,3,3,3,3,4,4,3,2,3,3,5,3,3,4
50201,50202,Female,33,Returning,Business,Business,56,0,0.0,5,4,2,1,5,4,2,4,2,1,4,4,4,4
80154,80155,Female,35,Returning,Business,Business,2586,0,0.0,1,5,4,4,5,5,4,4,4,4,4,5,3,5
66808,66809,Male,51,Returning,Business,Business,731,12,15.0,2,2,3,5,2,4,5,3,3,5,4,2,4,4
129681,129682,Male,38,Returning,Business,Business,3585,0,0.0,2,3,5,5,3,4,4,5,3,5,4,3,4,4
47903,47904,Male,31,Returning,Business,Business,1992,61,88.0,2,2,3,1,2,4,1,3,1,1,3,1,1,3
1777,1778,Female,30,First-time,Business,Business,408,0,0.0,3,3,3,3,1,3,3,5,3,3,5,3,3,4
117101,117102,Female,62,Returning,Business,Business,1549,51,40.0,5,5,5,3,5,4,4,4,5,2,4,5,4,4
44996,44997,Male,55,Returning,Business,Business,3178,4,10.0,5,5,4,4,5,4,4,4,2,5,4,1,4,1
117856,117857,Male,54,Returning,Business,Business,2975,0,0.0,1,1,4,5,1,4,5,4,5,5,4,1,4,4
116946,116947,Female,39,Returning,Business,Business,368,0,0.0,4,4,4,5,4,4,4,4,3,3,4,4,4,4
101381,101382,Female,38,Returning,Business,Business,486,11,2.0,1,2,5,4,1,5,4,5,4,2,5,1,5,5
39541,39542,Female,56,Returning,Business,Business,679,90,106.0,4,4,1,1,4,5,1,5,5,1,5,4,5,5
36885,36886,Female,31,Returning,Personal,Economy,1182,6,0.0,5,3,4,3,1,3,1,3,1,1,4,3,1,4
32614,32615,Female,30,First-time,Business,Economy,101,0,2.0,1,3,2,3,3,1,4,3,4,4,4,3,4,4
75409,75410,Female,27,First-time,Business,Economy,2342,0,2.0,1,1,4,1,3,4,2,3,2,2,3,1,2,2
35776,35777,Female,22,First-time,Business,Economy,200,0,0.0,4,2,1,2,4,3,3,5,3,3,3,2,3,3
70230,70231,Female,54,Returning,Personal,Economy,1068,21,12.0,4,1,4,5,2,4,4,1,3,2,4,1,4,4
84845,84846,Female,39,Returning,Business,Economy,516,62,51.0,4,3,4,2,4,3,2,3,2,2,4,2,2,3
80794,80795,Female,56,Returning,Business,Business,2301,0,0.0,5,5,3,4,5,5,5,5,5,5,5,5,5,5
64069,64070,Female,38,Returning,Business,Business,3828,0,3.0,3,3,2,4,3,5,5,5,5,5,5,3,5,5
121940,121941,Female,60,Returning,Business,Business,430,0,0.0,5,5,2,3,5,4,4,4,3,3,4,4,4,4
45656,45657,Male,39,Returning,Personal,Economy,260,0,0.0,3,2,3,2,4,4,5,1,5,5,3,2,5,4
26362,26363,Female,28,First-time,Business,Economy,894,3,2.0,2,2,5,2,5,3,1,3,1,1,3,3,1,2
82040,82041,Female,15,Returning,Personal,Economy,1522,3,1.0,2,5,2,5,4,3,4,5,4,4,4,4,4,4
10661,10662,Male,55,Returning,Business,Business,2601,0,0.0,1,3,1,3,1,3,3,3,2,1,3,3,3,3
31486,31487,Female,14,First-time,Business,Economy,916,6,29.0,3,3,2,3,4,3,5,4,5,5,5,3,5,3
112455,112456,Male,26,First-time,Business,Economy,862,3,2.0,2,2,4,2,4,1,1,4,1,1,4,2,1,3
11983,11984,Male,16,First-time,Business,Economy,643,20,10.0,1,2,4,2,3,1,4,5,4,4,4,2,4,4
15148,15149,Male,21,Returning,Personal,Economy,912,63,52.0,5,3,5,3,1,4,5,2,5,5,5,2,5,4
43563,43564,Female,54,Returning,Personal,Economy,770,5,2.0,5,2,4,4,2,4,4,2,3,2,4,2,4,1
96676,96677,Male,59,Returning,Business,Economy Plus,972,2,0.0,2,2,1,1,2,1,1,5,1,1,3,1,1,4
77559,77560,Female,29,Returning,Business,Business,3895,77,58.0,5,5,4,4,5,5,4,5,4,4,5,5,4,5
113110,113111,Female,15,Returning,Personal,Economy,543,0,0.0,3,3,3,3,5,1,2,1,2,2,2,3,2,4
128722,128723,Male,33,Returning,Personal,Economy,1235,0,5.0,5,2,5,2,3,5,2,4,2,2,4,2,2,4
120227,120228,Male,38,First-time,Business,Economy,903,0,12.0,2,2,4,2,3,1,1,1,1,1,3,2,1,3
59903,59904,Female,49,Returning,Business,Business,1068,42,61.0,5,5,3,4,5,5,5,5,5,3,5,5,5,5
86218,86219,Female,33,Returning,Business,Economy,306,1,8.0,4,4,4,3,4,3,3,4,3,3,3,3,3,3
39992,39993,Male,54,Returning,Business,Economy,508,9,17.0,5,5,3,3,5,2,3,1,3,3,2,3,3,2
41362,41363,Female,56,Returning,Business,Economy,563,0,0.0,4,4,2,5,4,5,5,5,5,5,5,5,5,5
90658,90659,Male,41,Returning,Business,Business,646,0,0.0,5,5,4,4,5,5,4,5,4,4,5,5,5,5
69053,69054,Female,28,Returning,Business,Business,1389,0,13.0,2,2,1,3,2,1,3,2,3,3,3,3,3,3
43046,43047,Female,44,Returning,Business,Economy,391,0,0.0,1,1,4,5,1,4,2,4,2,4,4,4,4,4
60019,60020,Female,61,Returning,Personal,Economy,1068,0,0.0,4,2,2,1,1,4,2,2,1,3,4,2,4,4
129553,129554,Male,25,Returning,Personal,Economy,2342,20,33.0,2,2,4,2,4,1,2,5,2,2,3,2,2,4
59745,59746,Male,40,Returning,Business,Business,1025,0,9.0,2,3,3,4,3,5,4,5,3,3,5,3,5,5
75214,75215,Male,31,Returning,Business,Economy,1652,0,0.0,5,5,2,4,5,1,4,3,4,4,4,4,4,3
47525,47526,Male,68,Returning,Personal,Economy,532,0,0.0,5,2,5,2,1,4,1,3,1,1,5,3,1,5
76446,76447,Male,34,Returning,Business,Business,481,2,14.0,2,2,3,5,2,5,5,5,3,5,5,2,5,5
107205,107206,Male,63,Returning,Personal,Economy,402,2,0.0,4,5,5,5,2,5,3,5,3,3,5,1,3,5
7630,7631,Female,57,Returning,Business,Business,604,30,30.0,1,1,5,4,1,5,4,5,3,3,5,1,5,5
77281,77282,Female,55,Returning,Business,Economy,1931,112,101.0,4,4,1,4,4,2,4,3,2,2,2,3,2,2
93801,93802,Male,36,Returning,Personal,Economy,1259,0,0.0,4,2,5,2,4,5,1,4,1,1,5,2,1,5
21545,21546,Male,16,Returning,Personal,Economy,306,76,73.0,4,2,5,2,1,3,5,2,5,5,4,2,5,5
29506,29507,Female,42,Returning,Personal,Economy,1107,0,0.0,2,3,3,4,3,3,3,3,4,4,3,3,3,3
13596,13597,Male,35,Returning,Personal,Economy,227,0,18.0,5,0,5,0,1,5,5,4,5,5,5,1,5,4
17067,17068,Male,47,Returning,Business,Business,282,0,0.0,1,1,1,5,1,5,4,5,5,4,5,1,5,5
14797,14798,Male,36,Returning,Business,Economy,214,133,143.0,5,5,4,4,5,2,4,2,4,4,4,4,1,5
32570,32571,Female,65,Returning,Business,Business,163,0,0.0,2,2,4,3,2,4,4,4,1,5,4,2,4,5
23957,23958,Male,8,Returning,Personal,Economy,936,0,,4,3,4,3,2,5,5,3,5,5,5,3,5,5
86272,86273,Female,34,Returning,Personal,Economy,356,14,34.0,4,2,3,2,4,3,1,4,1,1,4,2,1,4
114677,114678,Female,42,Returning,Business,Business,362,0,17.0,1,1,4,5,1,5,4,4,5,4,5,1,5,5
109442,109443,Male,50,Returning,Business,Business,1656,0,0.0,2,4,3,4,2,4,4,4,4,2,4,2,4,4
44243,44244,Female,23,First-time,Business,Economy,222,0,0.0,1,1,2,1,4,3,2,2,4,4,3,1,4,3
25933,25934,Female,67,Returning,Personal,Economy,594,2,42.0,5,1,5,4,1,2,4,1,3,3,2,1,2,2
33451,33452,Male,57,Returning,Personal,Economy,2399,0,0.0,4,1,4,1,5,3,3,4,4,4,5,1,4,4
65491,65492,Male,52,Returning,Personal,Economy,1303,0,0.0,5,4,2,4,5,4,4,3,4,4,4,4,4,5
104031,104032,Female,43,Returning,Business,Business,2298,1,0.0,2,3,4,5,2,4,4,4,4,5,4,2,4,4
4913,4914,Male,77,Returning,Business,Economy,1020,0,0.0,3,3,1,1,3,2,1,3,1,1,3,1,1,3
2774,2775,Female,45,First-time,Business,Business,765,27,36.0,5,5,3,4,5,3,3,2,3,3,5,4,3,4
116818,116819,Male,21,First-time,Business,Business,370,1,0.0,0,0,5,0,1,3,5,4,5,5,4,0,5,5
94126,94127,Female,57,First-time,Business,Business,293,1,0.0,3,3,3,3,2,3,2,5,2,2,5,3,2,4
25355,25356,Female,37,First-time,Business,Economy,591,0,0.0,0,1,2,1,2,4,3,1,4,4,1,1,4,5
88328,88329,Female,71,Returning,Business,Business,545,1,21.0,3,3,4,2,3,3,3,3,3,5,3,3,3,3
76316,76317,Male,35,First-time,Business,Economy,2182,2,0.0,2,2,2,3,2,2,4,4,4,4,2,3,4,4
8329,8330,Male,32,Returning,Business,Business,661,8,6.0,3,3,5,5,3,3,5,3,5,5,4,3,5,4
114750,114751,Female,56,Returning,Business,Business,446,0,0.0,5,2,3,4,5,2,4,2,5,2,2,5,2,2
81003,81004,Male,27,Returning,Personal,Economy,228,125,122.0,5,2,4,2,4,5,2,4,2,2,4,2,2,5
121643,121644,Male,69,Returning,Personal,Economy Plus,912,0,0.0,4,1,5,1,2,5,4,3,4,4,5,1,4,4
24346,24347,Female,50,Returning,Personal,Economy,634,0,0.0,4,5,5,5,5,4,5,5,4,4,4,4,4,4
8586,8587,Male,19,Returning,Personal,Economy,109,51,51.0,5,3,2,3,4,4,1,2,1,1,1,3,1,2
44165,44166,Female,37,Returning,Personal,Economy,229,2,23.0,4,0,3,0,3,4,3,3,5,5,4,3,5,5
112727,112728,Female,69,Returning,Personal,Economy,671,2,0.0,4,3,3,4,4,5,5,3,3,2,5,3,5,5
83807,83808,Female,31,Returning,Business,Economy,425,30,38.0,3,3,1,3,3,1,3,2,3,3,4,3,3,3
84743,84744,Male,32,Returning,Business,Business,516,0,0.0,4,5,5,5,4,4,4,3,4,4,4,4,4,5
107155,107156,Male,49,Returning,Business,Business,1877,0,0.0,5,5,3,4,5,3,4,3,3,4,3,5,3,3
32492,32493,Female,32,Returning,Business,Economy,163,0,6.0,3,3,3,2,3,1,2,2,2,2,3,2,2,4
60656,60657,Female,35,Returning,Business,Business,1620,0,0.0,2,3,4,3,2,3,3,3,1,4,3,3,3,3
115727,115728,Female,53,Returning,Business,Business,3430,0,0.0,2,2,4,5,2,5,5,5,4,4,5,2,5,5
66240,66241,Female,24,First-time,Business,Economy,550,0,0.0,3,1,4,1,3,2,5,3,5,5,4,1,5,4
20776,20777,Male,41,Returning,Business,Business,3225,0,0.0,1,1,3,3,1,4,4,4,3,2,4,1,4,4
124340,124341,Female,23,First-time,Business,Business,1037,0,0.0,0,0,4,0,2,3,3,5,3,3,5,0,3,5
99577,99578,Male,35,Returning,Business,Business,802,1,74.0,3,3,2,5,3,4,3,4,4,2,4,3,4,4
22830,22831,Female,33,Returning,Business,Business,2494,0,0.0,2,2,2,4,2,5,5,5,4,5,5,2,5,5
99226,99227,Female,34,Returning,Business,Business,2570,6,3.0,4,5,4,4,4,1,4,1,4,5,1,1,1,1
74330,74331,Female,41,Returning,Business,Business,1438,12,13.0,4,3,3,4,3,5,5,5,4,3,5,3,5,5
